datetime,city,latitude,longitude,pm2.5,pm10,no2,so2,co,o3,temp,humidity,AQI,AQI_Category,Risk_Level,asthma_risk_level
2025-02-19 07:30:00,Delhi,28.6139,77.209,59.0,145.0,22.0,31.2,0.16,24.7,8.56,84.11,130.23489932885906,Moderate,High,High
2025-02-19 07:45:00,Delhi,28.6139,77.209,59.0,145.0,24.3,30.1,0.07,23.6,8.56,84.11,130.23489932885906,Moderate,High,High
2025-02-19 08:00:00,Delhi,28.6139,77.209,59.0,142.5,23.2,30.2,0.0,23.2,8.56,84.11,128.5738255033557,Moderate,High,High
2025-02-19 08:15:00,Delhi,28.6139,77.209,59.0,140.0,22.8,29.8,0.16,23.2,8.56,84.11,126.91275167785236,Moderate,High,High
2025-02-19 08:30:00,Delhi,28.6139,77.209,59.0,140.0,24.2,28.8,0.07,24.0,8.56,84.11,126.91275167785236,Moderate,High,High
2025-02-19 08:45:00,Delhi,28.6139,77.209,59.0,140.0,25.7,29.1,0.06,22.4,8.56,84.11,126.91275167785236,Moderate,High,High
2025-02-19 09:00:00,Delhi,28.6139,77.209,59.0,128.0,18.9,28.3,0.04,22.8,8.56,84.11,118.93959731543625,Moderate,High,High
2025-02-19 09:15:00,Delhi,28.6139,77.209,46.0,116.0,26.4,26.1,0.03,21.6,8.56,84.11,110.96644295302012,Moderate,High,High
2025-02-19 09:30:00,Delhi,28.6139,77.209,46.0,116.0,26.8,26.2,0.02,22.1,8.56,84.11,110.96644295302012,Moderate,High,High
2025-02-19 09:45:00,Delhi,28.6139,77.209,46.0,116.0,27.6,26.2,0.03,22.1,8.56,84.11,110.96644295302012,Moderate,High,High
2025-02-19 10:00:00,Delhi,28.6139,77.209,46.0,102.5,26.5,27.1,0.04,21.1,8.56,84.11,101.99664429530202,Moderate,High,High
2025-02-19 10:15:00,Delhi,28.6139,77.209,40.0,89.0,24.2,26.2,0.05,21.5,8.56,84.11,89.0,Satisfactory,Moderate,Moderate
2025-02-19 10:30:00,Delhi,28.6139,77.209,40.0,89.0,21.1,24.8,0.06,23.0,8.56,84.11,89.0,Satisfactory,Moderate,Moderate
2025-02-19 10:45:00,Delhi,28.6139,77.209,40.0,89.0,20.5,23.0,0.06,21.4,8.56,84.11,89.0,Satisfactory,Moderate,Moderate
2025-02-19 11:00:00,Delhi,28.6139,77.209,40.0,87.0,20.1,22.3,0.07,20.2,8.56,84.11,87.0,Satisfactory,Moderate,Moderate
2025-02-19 11:15:00,Chennai,13.0827,80.2707,40.75,95.75,4.67,7.2,0.92,8.29,24.86,92.0,95.75,Satisfactory,Moderate,Moderate
2025-02-19 11:15:00,Delhi,28.6139,77.209,29.0,85.0,18.1,21.7,0.08,19.7,8.56,84.11,85.0,Satisfactory,Moderate,Moderate
2025-02-19 11:30:00,Chennai,13.0827,80.2707,39.5,93.5,4.83,8.1,1.24,7.97,24.86,92.0,93.5,Satisfactory,Moderate,Moderate
2025-02-19 11:30:00,Delhi,28.6139,77.209,29.0,85.0,31.5,21.6,0.09,19.7,8.56,84.11,85.0,Satisfactory,Moderate,Moderate
2025-02-19 11:45:00,Chennai,13.0827,80.2707,38.25,91.25,5.0,9.0,1.24,7.65,24.86,92.0,91.25,Satisfactory,Moderate,Moderate
2025-02-19 11:45:00,Delhi,28.6139,77.209,29.0,85.0,30.8,21.6,0.1,19.0,8.56,84.11,85.0,Satisfactory,Moderate,Moderate
2025-02-19 12:00:00,Chennai,13.0827,80.2707,37.0,89.0,5.2,7.5,1.24,7.34,24.86,92.0,89.0,Satisfactory,Moderate,Moderate
2025-02-19 12:00:00,Delhi,28.6139,77.209,29.0,101.0,53.6,23.3,0.11,17.8,8.56,84.11,101.0,Moderate,High,High
2025-02-19 12:15:00,Chennai,13.0827,80.2707,37.0,89.0,9.2,5.8,0.96,7.02,24.86,92.0,89.0,Satisfactory,Moderate,Moderate
2025-02-19 12:15:00,Delhi,28.6139,77.209,40.0,117.0,58.7,25.6,0.17,16.1,8.56,84.11,111.63087248322148,Moderate,High,High
2025-02-19 12:30:00,Chennai,13.0827,80.2707,37.0,89.0,3.8,5.1,0.69,6.7,24.86,92.0,89.0,Satisfactory,Moderate,Moderate
2025-02-19 12:45:00,Chennai,13.0827,80.2707,37.0,89.0,8.7,5.3,0.72,3.86,24.86,92.0,89.0,Satisfactory,Moderate,Moderate
2025-02-19 12:45:00,Delhi,28.6139,77.209,40.0,117.0,78.1,27.3,0.89,14.5,8.56,84.11,111.63087248322148,Moderate,High,High
2025-02-19 13:00:00,Chennai,13.0827,80.2707,39.0,113.0,7.6,6.3,0.77,12.07,24.86,92.0,108.97315436241612,Moderate,High,High
2025-02-19 13:00:00,Delhi,28.6139,77.209,40.0,181.0,82.8,28.7,1.36,14.6,8.56,84.11,154.1543624161074,Moderate,High,High
2025-02-19 13:15:00,Chennai,13.0827,80.2707,39.0,113.0,6.2,5.7,0.77,7.6,24.86,92.0,108.97315436241612,Moderate,High,High
2025-02-19 13:15:00,Delhi,28.6139,77.209,61.0,245.0,88.3,32.0,1.56,15.2,8.56,84.11,196.6778523489933,Moderate,High,High
2025-02-19 13:30:00,Chennai,13.0827,80.2707,39.0,113.0,6.4,6.1,0.77,9.09,24.86,92.0,108.97315436241612,Moderate,High,High
2025-02-19 13:30:00,Delhi,28.6139,77.209,61.0,245.0,90.4,32.2,1.45,15.9,8.56,84.11,196.6778523489933,Moderate,High,High
2025-02-19 13:45:00,Chennai,13.0827,80.2707,39.0,113.0,8.1,6.4,0.79,8.08,24.86,92.0,108.97315436241612,Moderate,High,High
2025-02-19 13:45:00,Delhi,28.6139,77.209,61.0,245.0,96.6,32.9,1.61,16.2,8.56,84.11,196.6778523489933,Moderate,High,High
2025-02-19 13:45:00,Madurai,9.9252,78.1198,66.33,180.5,13.7,10.2,0.8,5.49,24.79,89.06,153.82214765100673,Moderate,High,High
2025-02-19 14:00:00,Chennai,13.0827,80.2707,40.0,87.0,7.9,6.0,0.81,10.86,24.86,92.0,87.0,Satisfactory,Moderate,Moderate
2025-02-19 14:00:00,Delhi,28.6139,77.209,61.0,245.5,92.1,35.5,1.55,16.1,8.56,84.11,197.010067114094,Moderate,High,High
2025-02-19 14:00:00,Madurai,9.9252,78.1198,66.33,180.5,13.74,10.2,0.25,5.5,24.79,89.06,153.82214765100673,Moderate,High,High
2025-02-19 14:15:00,Chennai,13.0827,80.2707,40.0,87.0,7.2,5.5,0.73,10.58,24.86,92.0,87.0,Satisfactory,Moderate,Moderate
2025-02-19 14:15:00,Delhi,28.6139,77.209,86.0,246.0,89.5,35.7,1.49,15.6,8.56,84.11,197.34228187919464,Moderate,High,High
2025-02-19 14:15:00,Madurai,9.9252,78.1198,66.33,180.5,12.47,10.2,0.25,5.51,24.79,89.06,153.82214765100673,Moderate,High,High
2025-02-19 14:30:00,Chennai,13.0827,80.2707,40.0,87.0,6.3,4.5,0.72,10.84,24.86,92.0,87.0,Satisfactory,Moderate,Moderate
2025-02-19 14:30:00,Delhi,28.6139,77.209,86.0,246.0,93.1,37.6,1.8,14.9,8.56,84.11,197.34228187919464,Moderate,High,High
2025-02-19 14:30:00,Madurai,9.9252,78.1198,66.33,180.5,12.48,10.2,0.25,5.5,24.79,89.06,153.82214765100673,Moderate,High,High
2025-02-19 14:45:00,Chennai,13.0827,80.2707,40.0,87.0,4.9,5.2,0.72,12.54,24.86,92.0,87.0,Satisfactory,Moderate,Moderate
2025-02-19 14:45:00,Delhi,28.6139,77.209,86.0,246.0,86.5,36.7,1.66,13.4,8.56,84.11,197.34228187919464,Moderate,High,High
2025-02-19 14:45:00,Madurai,9.9252,78.1198,66.33,180.5,13.06,10.2,0.25,5.5,24.79,89.06,153.82214765100673,Moderate,High,High
2025-02-19 15:00:00,Chennai,13.0827,80.2707,36.0,83.0,5.0,5.3,0.73,12.23,24.86,92.0,83.0,Satisfactory,Moderate,Moderate
2025-02-19 15:00:00,Delhi,28.6139,77.209,86.0,245.5,77.0,36.8,1.72,14.2,8.56,84.11,197.010067114094,Moderate,High,High
2025-02-19 15:00:00,Madurai,9.9252,78.1198,34.0,71.0,12.11,10.2,0.25,5.5,24.79,89.06,71.0,Satisfactory,Moderate,Moderate
2025-02-19 15:15:00,Chennai,13.0827,80.2707,36.0,83.0,3.8,5.6,0.71,11.49,24.86,92.0,83.0,Satisfactory,Moderate,Moderate
2025-02-19 15:15:00,Delhi,28.6139,77.209,99.0,245.0,84.2,37.0,2.24,15.9,8.56,84.11,228.31034482758625,Poor,Very High,Very High
2025-02-19 15:15:00,Madurai,9.9252,78.1198,34.0,71.0,12.63,10.2,0.25,5.5,24.79,89.06,71.0,Satisfactory,Moderate,Moderate
2025-02-19 15:30:00,Chennai,13.0827,80.2707,36.0,83.0,4.9,5.3,0.72,13.96,24.86,92.0,83.0,Satisfactory,Moderate,Moderate
2025-02-19 15:30:00,Delhi,28.6139,77.209,99.0,245.0,78.2,39.3,2.79,16.2,8.56,84.11,228.31034482758625,Poor,Very High,Very High
